0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.84	1.00	0.80	1.01	1.03	1.14	1.18	1.14	1.02	1.27	1.00	1.11	1.08	1.14	1.21	1.05	1.01	1.10	1.16	1.38	1.17	1.00	1.24	1.60	1.02	0.93	1.06	1.12	1.14	1.25	1.15	1.13	1.01	0.97	1.15	1.23	1.02	1.07	0.99	1.21	1.12	1.03	0.91	1.05	1.06	1.02	1.18	1.14	1.41	1.01	1.22	1.24	1.18	1.15	1.12	1.00	1.15	1.06	0.95	1.01	1.09	1.27	0.97	0.91	1.06	1.30	1.20	1.01	1.01	1.28	0.95	1.01	1.24	1.16	1.29	1.10	1.08	1.05	1.16	1.15	1.04	1.03	1.22	0.97	1.21	0.94	0.93	0.74	0.74	0.76	0.91	0.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.35	1.14	1.11	1.11	0.74	0.82	0.86	1.07	0.80	0.77	0.73	1.00	0.86	0.80	0.80	0.85	0.88	0.74	0.90	0.72	0.67	0.76	0.87	0.67	0.76	0.77	0.81	0.88	0.76	0.96	0.91	0.78	0.92	0.77	0.83	0.87	0.83	0.72	0.78	0.82	0.81	0.74	0.90	0.82	0.80	0.81	0.79	0.85	0.78	0.86	0.94	0.89	0.81	0.77	0.86	0.74	0.77	0.72	0.93	0.80	0.84	0.98	0.80	0.70	0.72	0.89	0.79	0.75	0.86	0.83	0.75	0.65	0.78	0.70	1.06	0.81	0.69	0.78	0.70	0.84	0.88	0.84	0.96	0.74	0.98	0.75	0.81	0.60	0.80	0.89	0.86	0.89	0.80	0.81	0.87	0.85	1.28	1.42	1.21	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	1.06	1.16	1.23	0.79	0.80	1.20	0.75	0.81	0.70	0.77	0.88	0.66	0.76	0.75	0.66	0.75	0.70	0.68	0.71	0.69	0.82	0.73	0.90	0.70	0.77	0.71	0.77	0.72	0.67	0.73	0.62	0.70	0.59	0.74	0.65	0.69	0.73	0.71	0.77	0.69	0.73	0.74	0.69	0.77	0.72	0.89	0.88	0.68	0.84	0.63	0.70	0.68	0.72	0.73	0.64	0.65	0.65	0.85	0.64	0.69	0.66	0.82	0.66	0.66	0.66	0.64	0.68	0.63	0.68	0.70	0.69	0.67	0.63	0.82	0.78	0.66	0.75	0.64	0.70	0.69	0.77	0.68	0.76	0.65	0.65	0.73	0.73	0.64	0.65	0.68	0.69	0.75	0.66	0.71	0.72	0.78	0.78	0.65	0.64	0.81	0.99	0.74	1.16	1.10	0.93	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	1.24	0.95	0.87	0.91	0.76	0.92	0.80	0.72	0.63	0.68	0.93	0.72	0.62	0.68	0.64	0.65	0.73	0.71	0.66	0.73	0.69	0.65	0.75	0.77	0.67	0.68	0.81	0.70	0.77	0.76	0.77	0.74	0.68	0.66	0.72	0.84	0.62	0.69	0.82	0.68	0.65	0.63	0.67	0.85	0.59	0.77	0.65	0.72	0.71	0.63	0.68	0.71	0.75	0.60	0.70	0.62	0.71	0.77	0.68	0.68	0.63	0.68	0.74	0.67	0.64	0.83	0.62	0.74	0.71	0.73	0.72	0.73	0.69	0.71	0.75	0.62	0.81	0.66	0.75	0.70	0.68	0.71	0.74	0.70	0.92	0.73	0.67	0.72	0.63	0.64	0.76	0.76	0.64	0.75	0.65	0.65	0.75	0.74	0.76	0.82	0.70	0.83	0.75	0.67	0.72	1.13	0.75	1.35	1.15	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	1.12	1.06	0.88	0.94	0.74	0.83	0.65	0.72	0.74	0.75	0.74	0.87	0.62	0.72	0.56	0.79	0.76	0.74	0.71	0.82	0.73	0.67	0.69	0.70	0.68	0.64	0.77	0.66	0.70	0.66	0.71	0.66	0.73	0.60	0.66	0.69	0.67	0.71	0.67	0.91	0.64	0.64	0.68	0.76	0.72	0.78	0.73	0.66	0.66	0.77	0.67	0.64	0.69	0.68	0.68	0.77	0.64	0.72	0.62	0.73	0.73	0.68	0.74	0.70	0.64	0.71	0.75	0.86	0.72	0.72	0.67	0.56	0.72	0.70	0.78	0.70	0.68	0.71	0.62	0.69	0.75	0.63	0.70	0.85	0.68	0.65	0.69	0.66	0.72	0.66	0.60	0.62	0.71	0.68	0.69	0.73	0.65	0.67	0.60	0.61	0.70	0.66	0.70	0.92	0.77	0.67	0.64	0.78	0.83	1.19	0.95	1.04	1.14	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	1.33	0.80	0.95	0.75	0.81	0.63	0.83	0.63	0.68	0.72	0.70	0.68	0.73	0.71	0.75	0.62	0.68	0.68	0.79	0.61	0.73	0.75	0.99	0.80	0.82	0.76	0.70	0.75	0.60	0.70	0.64	0.70	0.68	0.64	0.64	0.68	0.72	0.63	0.72	0.66	0.66	0.63	0.69	0.71	0.79	0.66	0.82	0.74	0.71	0.65	0.64	0.66	0.72	0.66	0.87	0.75	0.82	0.68	0.69	0.70	0.73	0.66	0.72	0.70	0.71	0.66	0.64	0.72	0.69	0.79	0.71	0.73	0.72	0.78	0.63	0.74	0.73	0.78	0.69	0.65	0.66	0.71	0.75	0.69	0.60	0.67	0.64	0.65	0.72	0.71	0.70	0.62	0.59	0.87	0.70	0.70	0.68	0.73	0.72	0.75	0.74	0.78	0.71	0.58	0.71	0.71	0.72	0.64	0.88	0.84	0.73	0.82	0.95	0.95	1.24	1.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.48	1.66	1.06	1.03	1.01	0.78	0.84	0.70	1.02	0.71	0.66	0.67	0.72	0.82	0.70	0.73	0.72	0.74	0.72	0.76	0.70	0.78	0.87	0.64	0.61	0.70	0.65	0.76	0.73	0.65	0.70	0.79	0.66	0.72	0.62	0.69	0.73	0.67	0.73	0.76	0.72	0.61	0.79	0.70	0.69	0.71	0.66	0.74	0.71	0.71	0.73	0.66	0.68	0.75	0.62	0.71	0.75	0.81	0.70	0.71	0.65	0.63	0.72	0.77	0.70	0.72	0.66	0.70	0.67	0.65	0.73	0.64	0.74	0.67	0.59	0.65	0.70	0.61	0.68	0.65	0.61	0.63	0.68	0.71	0.66	0.67	0.68	0.69	0.60	0.64	0.76	0.64	0.69	0.69	0.67	0.67	0.70	0.75	0.76	0.65	0.67	0.60	0.67	0.62	0.65	0.75	0.75	0.65	0.84	0.82	0.76	0.68	0.74	0.76	0.70	0.74	0.91	1.02	0.94	1.30	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
